*Vertices      1899
     42      1    4.0000
     42     27    2.0000
     42     32    1.0000
     42     41    1.0000
     42     43    1.0000
     42     63    1.0000
     42     69    1.0000
     42     72   19.0000
     42    105    1.0000
     42    132    3.0000
     42    135    5.0000
     42    142    1.0000
     42    144    5.0000
     42    163    2.0000
     42    176    1.0000
     42    194    2.0000
     42    233    1.0000
     42    242    1.0000
     42    249    1.0000
     42    257    2.0000
     42    263    2.0000
     42    288    1.0000
     42    291    1.0000
     42    296    2.0000
     42    302    1.0000
     42    306    1.0000
     42    323   28.0000
     42    325    2.0000
     42    333    1.0000
     42    339    1.0000
     42    344    1.0000
     42    353    9.0000
     42    358    2.0000
     42    374    1.0000
     42    392    5.0000
     42    394    2.0000
     42    415    1.0000
     42    445    1.0000
     42    474   11.0000
     42    475    2.0000
     42    479    1.0000
     42    483    4.0000
     42    488    2.0000
     42    495    2.0000
     42    502    3.0000
     42    538    2.0000
     42    543    2.0000
     42    548    2.0000
     42    573    3.0000
     42    600    1.0000
     42    620    1.0000
     42    626    3.0000
     42    632    1.0000
     42    638    1.0000
     42    640    3.0000
     42    644    1.0000
     42    654    1.0000
     42    669    2.0000
     42    679    2.0000
     42    704    1.0000
     42    716    1.0000
     42    726    1.0000
     42    738    1.0000
     42    752    1.0000
     42    754    1.0000
     42    767    1.0000
     42    781    1.0000
     42    784    1.0000
     42    790    1.0000
     42    794    1.0000
     42    799    1.0000
     42    801    1.0000
     42    815    1.0000
     42    817    1.0000
     42    831    3.0000
     42    840    1.0000
     42    843    1.0000
     42    852    3.0000
     42    919    3.0000
     42    922    1.0000
     42    928    2.0000
     42    942    1.0000
     42    950    9.0000
     42    952    2.0000
     42    955    1.0000
     42    961    1.0000
     42    964    7.0000
     42    995    2.0000
     42   1005    1.0000
     42   1018    1.0000
     42   1031    3.0000
     42   1043    1.0000
     42   1049    1.0000
     42   1050    3.0000
     42   1062    6.0000
     42   1091    1.0000
     42   1097    1.0000
     42   1117    1.0000
     42   1129    1.0000
     42   1139    1.0000
     42   1142    1.0000
     42   1161    1.0000
     42   1183   13.0000
     42   1191    1.0000
     42   1215    1.0000
     42   1224    6.0000
     42   1226    1.0000
     42   1229    1.0000
     42   1255   11.0000
     42   1266    1.0000
     42   1270    1.0000
     42   1280    2.0000
     42   1284    1.0000
     42   1294    2.0000
     42   1302    1.0000
     42   1307    1.0000
     42   1308    3.0000
     42   1309    1.0000
     42   1325    2.0000
     42   1329    2.0000
     42   1334    1.0000
     42   1337    1.0000
     42   1340    2.0000
     42   1346    2.0000
     42   1354    1.0000
     42   1355    1.0000
     42   1356    1.0000
     42   1357    1.0000
     42   1365    1.0000
     42   1381    1.0000
     42   1402    1.0000
     42   1414    1.0000
     42   1415    2.0000
     42   1418    1.0000
     42   1428    1.0000
     42   1440    2.0000
     42   1477    2.0000
     42   1482    1.0000
     42   1487    1.0000
     42   1505    1.0000
     42   1506    1.0000
     42   1507    6.0000
     42   1509    2.0000
     42   1512    1.0000
     42   1526    1.0000
     42   1534    2.0000
     42   1558    1.0000
     42   1559    1.0000
     42   1561    1.0000
     42   1579    1.0000
     42   1582    1.0000
     42   1597    1.0000
     42   1621    1.0000
     42   1622    1.0000
     42   1689    1.0000
     42   1690    1.0000
     42   1691    1.0000
     42   1724    2.0000
     42   1731    1.0000
     42   1744    1.0000
     43   1440    1.0000
     44      1    4.0000
     44      3    1.0000
     44     14    1.0000
     44     19    3.0000
     44     32    2.0000
     44     34    4.0000
     44     36    1.0000
     44     45    1.0000
     44     46    1.0000
     44     48    2.0000
     44     50    1.0000
     44     51    1.0000
     44     59    1.0000
     44     60    2.0000
     44     74   12.0000
     44     75    2.0000
     44     79    5.0000
     44     84    1.0000
     44     88    5.0000
     44     90    5.0000
     44     92    1.0000
     44     95    2.0000
     44     99    4.0000
     44    102    2.0000
     44    103    1.0000
     44    105    2.0000
     44    116    2.0000
     44    117    2.0000
     44    127    1.0000
     44    129    9.0000
     44    141    2.0000
     44    174    1.0000
     44    189    8.0000
     44    211    2.0000
     44    214    6.0000
     44    226    1.0000
     44    228    1.0000
     44    242    2.0000
     44    249    9.0000
     44    290    1.0000
     44    296    3.0000
     44    299    2.0000
     44    308    4.0000
     44    365    1.0000
     44    372    3.0000
     44    373    1.0000
     44    400    1.0000
     44    432    5.0000
     44    456    2.0000
     44    511    1.0000
     44    514    1.0000
     44    597    1.0000
     44    719    1.0000
     44    770    8.0000
     44    834    2.0000
     44   1189    1.0000
     44   1271    1.0000
     44   1406    1.0000
     44   1542    1.0000
     44   1669    2.0000
     44   1713    2.0000
     44   1800    1.0000
     44   1846    1.0000
     44   1850    1.0000
     44   1851    1.0000
     44   1852    1.0000
     44   1866    4.0000
     46     22    1.0000
     47     46    1.0000
     47     78    1.0000
     47    567    1.0000
     47    814    3.0000
     47   1299    1.0000
     48      6    8.0000
     48     46    1.0000
     48     52   10.0000
     48     58    1.0000
     48     81    3.0000
     48     86    1.0000
     48     97    1.0000
     48    144    2.0000
     48    152    8.0000
     48    175   20.0000
     48    212    1.0000
     48    256    2.0000
     48    274    1.0000
     48    311    3.0000
     48    314    2.0000
     48    323   27.0000
     48    371    1.0000
     48    538   17.0000
     48    621    4.0000
     48    683   19.0000
     48    713    1.0000
     48    721    5.0000
     48    753   12.0000
     48    758    6.0000
     48    762    1.0000
     48    840    3.0000
     48    986    2.0000
     48   1015    1.0000
     48   1136    2.0000
     48   1184    3.0000
     48   1248    1.0000
     48   1346    2.0000
     48   1540    5.0000
     48   1624    5.0000
     48   1655    2.0000
     50    102    3.0000
     50    234    2.0000
     50    288    1.0000
     50    296    1.0000
     50    311    1.0000
     50    376    2.0000
     50    386    2.0000
     50    481    4.0000
     50    586    1.0000
     50    596    1.0000
     50    626    6.0000
     50    654    3.0000
     50    679    3.0000
     50    701    3.0000
     50    755    1.0000
     50    758    3.0000
     50    781    1.0000
     50    823    1.0000
     50    919    3.0000
     50   1100    2.0000
     50   1131    2.0000
     50   1136    1.0000
     50   1190    1.0000
     50   1227    2.0000
     50   1248    3.0000
     50   1253    1.0000
     50   1281    3.0000
     50   1284    5.0000
     50   1317    1.0000
     50   1463    1.0000
     50   1487    3.0000
     50   1496    2.0000
     50   1540    1.0000
     50   1616    2.0000
     51      3    1.0000
     51     39    1.0000
     51     52    1.0000
     51     58    3.0000
     51     59    1.0000
     51     70    1.0000
     51     86    1.0000
     51    101    1.0000
     51    120    1.0000
     51    149    1.0000
     51    157    1.0000
     51    215    4.0000
     51    260    1.0000
     51    267    2.0000
     51    288    2.0000
     51    294    3.0000
     51    302    1.0000
     51    314    2.0000
     51    324   16.0000
     51    331    1.0000
     51    419    1.0000
     51    429    1.0000
     51    465    1.0000
     51    466    1.0000
     51    476    1.0000
     51    489    1.0000
     51    502    1.0000
     51    523    2.0000
     51    525   41.0000
     51    528    2.0000
     51    529    1.0000
     51    530    1.0000
     51    553    1.0000
     51    561    1.0000
     51    601    1.0000
     51    638    1.0000
     51    658    1.0000
     51    913    9.0000
     51    919    1.0000
     51    969    1.0000
     51   1217    1.0000
     51   1436    6.0000
     51   1775    4.0000
     52     48    9.0000
     52     67    1.0000
     52     95    2.0000
     52    103    2.0000
     52    105    1.0000
     52    201    2.0000
     52    249    1.0000
     52    309    2.0000
     52    328    1.0000
     52    357    1.0000
     52    368    1.0000
     52    497    1.0000
     52    509    3.0000
     52    646    1.0000
     52    652    1.0000
     52    681    7.0000
     52    749    1.0000
     52    762    1.0000
     52    940    1.0000
     52    966    3.0000
     52   1042    1.0000
     52   1185    1.0000
     52   1235    1.0000
     52   1237    1.0000
     52   1269    3.0000
     52   1283    1.0000
     52   1285    1.0000
     52   1508    4.0000
     52   1543    1.0000
     52   1698    1.0000
     52   1701    1.0000
     53      9    2.0000
     53     26    5.0000
     53     34    1.0000
     53     54    2.0000
     53     62    1.0000
     53     87    1.0000
     53    176    2.0000
     53    181    2.0000
     53    234    1.0000
     53    250   12.0000
     53    253    1.0000
     53    254    2.0000
     53    291    1.0000
     53    305    3.0000
     53    308    5.0000
     53    325    7.0000
     53    340    1.0000
     53    341    2.0000
     53    343    3.0000
     53    346    1.0000
     53    357    1.0000
     53    377    1.0000
     53    408    1.0000
     53    413    2.0000
     53    416    1.0000
     53    456    2.0000
     53    481    2.0000
     53    542    3.0000
     53    594    1.0000
     53    615    1.0000
     53    620    3.0000
     53    642    4.0000
     53    646    4.0000
     53    711    3.0000
     53    739    1.0000
     53    785    3.0000
     53    834   10.0000
     53    847    1.0000
     53    855    1.0000
     53    953    1.0000
     53    975    2.0000
     53   1018    3.0000
     53   1042    1.0000
     53   1101    1.0000
     53   1118    1.0000
     53   1138    7.0000
     53   1139    1.0000
     53   1202    3.0000
     53   1244    1.0000
     53   1272    1.0000
     53   1281    1.0000
     53   1283    6.0000
     53   1314    6.0000
     53   1332    1.0000
     53   1349    2.0000
     53   1388    1.0000
     53   1432    1.0000
     53   1438    1.0000
     53   1508    1.0000
     53   1551    2.0000
     53   1585    3.0000
     53   1615    1.0000
     53   1623    2.0000
     53   1636    5.0000
